,대회날짜,대회명,선수이름,챔피언,스펠1,스펠2,승/패,킬,데스,어시,KDA,킬관여율
10891,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 1경기 1세트,SSG Ruler,애쉬,점멸,회복,승,1,1,5,6,67%
10892,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 1경기 1세트,SSG Crown,아지르,점멸,탈진,승,6,1,2,8,89%
10893,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 1경기 1세트,SSG Ambition,엘리스,강타,점멸,승,2,0,4,7.2,67%
10894,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 1경기 1세트,SSG CuVee,마오카이,순간이동,점멸,승,0,0,8,9.6,89%
10895,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,ROX GorillA,카르마,점화,점멸,승,1,0,9,12,77%
10896,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,ROX Pray,시비르,회복,점멸,승,2,0,5,8.4,54%
10897,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,ROX kuro,바루스,점멸,회복,승,3,1,6,9,69%
10898,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,ROX Peanut,엘리스,점멸,강타,승,6,1,3,9,69%
10899,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,ROX Smeb,에코,순간이동,점멸,승,1,2,9,5,77%
10900,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,KT Hachani,브라움,점멸,탈진,패,0,2,0,0,0%
10901,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,KT Arrow,케이틀린,점멸,회복,패,0,2,2,1,50%
10902,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,KT Fly,아지르,정화,점멸,패,0,2,1,0.5,25%
10903,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,KT Score,킨드레드,강타,점멸,패,3,3,1,1.3,100%
10904,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 3세트,KT ssumday,트런들,순간이동,점멸,패,1,4,2,0.8,75%
10905,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,KT Hachani,브라움,점멸,점화,승,1,5,1,3.2,70%
10906,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,KT Arrow,진,점멸,회복,승,7,1,1,18,78%
10907,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,KT Fly,아지르,정화,점멸,승,4,3,7,3.7,48%
10908,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,KT Score,렉사이,강타,점멸,승,6,2,1,10,87%
10909,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,KT ssumday,마오카이,순간이동,점멸,승,5,3,1,6,78%
10910,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,ROX GorillA,타릭,점화,점멸,패,0,8,1,1.3,71%
10911,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,ROX Pray,애쉬,회복,점멸,패,1,4,7,2,57%
10912,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,ROX kuro,빅토르,점멸,회복,패,3,4,8,2.8,79%
10913,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,ROX Peanut,그레이브즈,점멸,강타,패,4,4,8,3,86%
10914,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 2세트,ROX Smeb,에코,순간이동,점멸,패,6,3,4,3.3,71%
10915,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,ROX GorillA,카르마,점화,점멸,승,0,0,9,10.8,100%
10916,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,ROX Pray,루시안,회복,점멸,승,6,0,2,9.6,89%
10917,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,ROX Cry,르블랑,순간이동,점멸,승,1,1,4,5,56%
10918,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,ROX Peanut,렉사이,점멸,강타,승,2,0,6,9.6,89%
10919,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,ROX Smeb,에코,순간이동,점멸,승,0,0,8,9.6,89%
10920,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,KT Hachani,나미,점멸,탈진,패,0,2,1,0.5,100%
10921,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,KT Arrow,이즈리얼,점멸,회복,패,0,2,1,0.5,100%
10922,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,KT Fly,아지르,방어막,점멸,패,0,1,1,1,100%
10923,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,KT Score,엘리스,강타,점멸,패,0,3,0,0,0%
10924,16.06.08,2016 코카콜라 제로 롤챔스 코리아 섬머 13일차 2경기 1세트,KT ssumday,쉔,순간이동,점멸,패,1,1,0,1,100%
10925,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,CJ MadLife,브라움,점멸,점화,승,0,1,8,8,73%
10926,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,CJ Kramer,루시안,회복,점멸,승,4,1,5,9,82%
10927,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,CJ Bdd,바루스,점멸,회복,승,4,1,5,9,82%
10928,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,CJ Haru,니달리,강타,점멸,승,3,1,4,7,64%
10929,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,CJ Untara,마오카이,점멸,순간이동,승,0,2,5,2.5,45%
10930,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,Longzhu Pure,바드,점멸,점화,패,0,0,4,4.8,67%
10931,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,Longzhu Emperor,케이틀린,점멸,회복,패,0,4,3,0.8,50%
10932,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,Longzhu CoCo,스웨인,유체화,점멸,패,2,2,3,2.5,83%
10933,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,Longzhu Chaser,그레이브즈,강타,점멸,패,1,3,3,1.3,67%
10934,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 3세트,Longzhu Expession,에코,순간이동,점멸,패,3,2,3,3,100%
10935,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,Longzhu Pure,브라움,점멸,점화,패,0,3,6,2,100%
10936,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,Longzhu Emperor,이즈리얼,점멸,회복,패,1,1,5,6,100%
10937,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,Longzhu CoCo,빅토르,순간이동,점멸,패,1,2,5,3,100%
10938,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,Longzhu Chaser,니달리,강타,점멸,패,2,1,3,5,83%
10939,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,Longzhu Expession,에코,순간이동,점멸,패,2,3,4,2,100%
10940,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,CJ MadLife,나미,점멸,점화,승,3,1,6,9,90%
10941,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,CJ Kramer,시비르,회복,점멸,승,3,1,6,9,90%
10942,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,CJ Bdd,카르마,점멸,순간이동,승,1,1,8,9,90%
10943,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,CJ Haru,킨드레드,강타,점멸,승,3,1,6,9,90%
10944,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 2세트,CJ Untara,마오카이,점멸,순간이동,승,0,2,8,4,80%
10945,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,CJ MadLife,카르마,점멸,점화,패,2,3,1,5.3,94%
10946,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,CJ Kramer,이즈리얼,회복,점멸,패,3,1,1,17,100%
10947,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,CJ Bdd,빅토르,점멸,점화,패,9,5,5,2.8,82%
10948,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,CJ Haru,그레이브즈,강타,점멸,패,3,6,8,1.8,65%
10949,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,CJ Untara,에코,점멸,순간이동,패,0,2,1,6.5,76%
10950,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,Longzhu Pure,브라움,점멸,탈진,승,1,6,1,2,71%
10951,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,Longzhu Emperor,루시안,점멸,회복,승,1,2,5,8,94%
10952,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,Longzhu CoCo,블라디미르,유체화,점멸,승,2,5,1,3,88%
10953,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,Longzhu Chaser,렉사이,강타,점멸,승,1,2,1,6.5,76%
10954,16.06.07,2016 코카콜라 제로 롤챔스 코리아 섬머 12일차 1경기 1세트,Longzhu Expession,스웨인,순간이동,점멸,승,2,2,8,5,59%
10955,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,ROX GorillA,브라움,점화,점멸,패,0,7,4,0.6,57%
10956,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,ROX Pray,루시안,점멸,회복,패,3,3,2,1.7,71%
10957,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,ROX Cry,블라디미르,유체화,점멸,패,1,4,3,1,57%
10958,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,ROX Peanut,렉사이,점멸,강타,패,1,2,4,2.5,71%
10959,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,ROX Smeb,스웨인,순간이동,점멸,패,2,5,5,1.4,100%
10960,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,SKT T1 Wolf,나미,탈진,점멸,승,1,1,1,18,86%
10961,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,SKT T1 Bang,시비르,회복,점멸,승,8,3,1,6,86%
10962,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,SKT T1 Faker,애니비아,점화,점멸,승,5,1,1,17,81%
10963,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,SKT T1 bengi,그레이브즈,강타,점멸,승,4,2,1,7,67%
10964,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 2세트,SKT T1 Duke,에코,순간이동,점멸,승,3,0,8,13.2,52%
10965,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,SKT T1 Wolf,나미,탈진,점멸,승,2,1,1,15,75%
10966,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,SKT T1 Bang,시비르,회복,점멸,승,8,2,9,8.5,85%
10967,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,SKT T1 Faker,애니비아,점화,점멸,승,1,1,1,11,55%
10968,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,SKT T1 bengi,렉사이,강타,점멸,승,4,1,1,18,90%
10969,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,SKT T1 Duke,에코,순간이동,점멸,승,5,0,9,16.8,70%
10970,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,ROX GorillA,브라움,점화,점멸,패,0,5,4,0.8,80%
10971,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,ROX Pray,애쉬,회복,점멸,패,1,4,4,1.3,100%
10972,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,ROX kuro,블라디미르,점멸,유체화,패,0,2,3,1.5,60%
10973,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,ROX Peanut,그레이브즈,점멸,강타,패,4,3,0,1.3,80%
10974,16.06.06,2016 코카콜라 제로 롤챔스 코리아 섬머 11일차 1경기 1세트,ROX Smeb,스웨인,순간이동,점멸,패,0,6,2,0.3,40%
10975,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,CJ MadLife,나미,점멸,점화,패,0,2,4,2,100%
10976,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,CJ Kramer,이즈리얼,회복,점멸,패,1,1,1,2,50%
10977,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,CJ Bdd,빅토르,점멸,회복,패,2,2,1,1.5,75%
10978,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,CJ Haru,그라가스,강타,점멸,패,1,4,2,0.8,75%
10979,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,CJ Untara,에코,점멸,순간이동,패,0,4,3,0.8,75%
10980,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,Afreeca SnowFlower,바드,점화,점멸,승,3,1,1,13,100%
10981,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,Afreeca Sangyoon,루시안,점멸,회복,승,2,1,8,10,77%
10982,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,Afreeca Mickey,블라디미르,유체화,점멸,승,4,0,6,12,77%
10983,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,Afreeca lira,렉사이,강타,점멸,승,1,2,7,4,62%
10984,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 2세트,Afreeca ikssu,마오카이,순간이동,점멸,승,3,0,7,12,77%
10985,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,SKT T1 Wolf,소라카,탈진,점멸,승,0,4,8,2,62%
10986,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,SKT T1 Bang,이즈리얼,회복,점멸,승,5,2,2,3.5,54%
10987,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,SKT T1 Faker,아지르,정화,점멸,승,5,1,5,10,77%
10988,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,SKT T1 Blank,엘리스,강타,점멸,승,1,0,6,8.4,54%
10989,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,SKT T1 Duke,에코,순간이동,점멸,승,2,2,1,1.5,23%
10990,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,KT Hachani,나미,점멸,점화,패,1,2,5,3,67%
10991,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,KT Arrow,진,점멸,회복,패,1,3,3,1.3,44%
10992,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,KT Fly,아우렐리온 솔,회복,점멸,패,1,4,0,0.3,11%
10993,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,KT Score,킨드레드,강타,점멸,패,3,2,5,4,89%
10994,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 1세트,KT ssumday,마오카이,순간이동,점멸,패,3,2,2,2.5,56%
10995,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,Afreeca SnowFlower,브라움,탈진,점멸,승,0,5,1,2.4,86%
10996,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,Afreeca Sangyoon,칼리스타,점멸,회복,승,9,1,3,12,86%
10997,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,Afreeca Mickey,빅토르,탈진,점멸,승,0,2,9,4.5,64%
10998,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,Afreeca lira,그레이브즈,강타,점멸,승,5,0,7,14.4,86%
10999,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,Afreeca ikssu,마오카이,순간이동,점멸,승,0,3,1,4,86%
11000,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,CJ MadLife,바드,점멸,점화,패,2,3,7,3,82%
11001,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,CJ Kramer,루시안,회복,점멸,패,3,2,3,3,55%
11002,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,CJ Bdd,라이즈,점멸,순간이동,패,3,2,7,5,91%
11003,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,CJ Haru,엘리스,강타,점멸,패,3,4,6,2.3,82%
11004,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 2경기 1세트,CJ Untara,에코,점멸,순간이동,패,0,3,5,1.7,45%
11005,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,KT Hachani,알리스타,점멸,점화,패,1,5,3,0.8,50%
11006,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,KT Arrow,진,점멸,회복,패,3,3,2,1.7,63%
11007,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,KT Fly,베이가,순간이동,점멸,패,1,3,4,1.7,63%
11008,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,KT Score,엘리스,강타,점멸,패,2,1,3,5,63%
11009,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,KT ssumday,야스오,순간이동,점멸,패,1,5,1,0.4,25%
11010,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,SKT T1 Wolf,카르마,탈진,점멸,승,0,2,9,4.5,53%
11011,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,SKT T1 Bang,이즈리얼,회복,점멸,승,3,1,5,8,47%
11012,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,SKT T1 Faker,아지르,정화,점멸,승,1,3,2,4,71%
11013,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,SKT T1 Blank,렉사이,강타,점멸,승,1,1,1,11,65%
11014,16.06.04,2016 코카콜라 제로 롤챔스 코리아 섬머 10일차 1경기 2세트,SKT T1 Duke,스웨인,순간이동,점멸,승,3,1,1,13,76%
11015,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,SSG Wraith,브라움,탈진,점멸,승,0,1,1,15,71%
11016,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,SSG Ruler,애쉬,점멸,회복,승,1,3,6,5.3,76%
11017,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,SSG Crown,아지르,점멸,탈진,승,5,0,1,20.4,81%
11018,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,SSG Ambition,렉사이,강타,점멸,승,3,1,1,15,71%
11019,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,SSG CuVee,마오카이,순간이동,점멸,승,3,1,1,17,81%
11020,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,MVP Max,알리스타,점멸,점화,패,0,5,4,0.8,67%
11021,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,MVP MaHa,케이틀린,점멸,회복,패,1,4,2,0.8,50%
11022,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,MVP Ian,르블랑,점화,점멸,패,2,3,1,1,50%
11023,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,MVP Beyond,그레이브즈,강타,점멸,패,2,5,4,1.2,100%
11024,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 2세트,MVP ADD,에코,순간이동,점멸,패,1,4,4,1.3,83%
11025,16.06.03,2016 코카콜라 제로 롤챔스 코리아 섬머 9일차 2경기 1세트,MVP Max,브라움,점멸,탈진,패,0,1,4,4,40%
