,대회날짜,대회명,선수이름,챔피언,스펠1,스펠2,승/패,킬,데스,어시,KDA,킬관여율
23463,14.05.11,2014 파리 올스타전 Finals 1세트,OMG Pomelo,판테온,강타,점멸,패,3,5,8,2.2,61%
23464,14.05.11,2014 파리 올스타전 Finals 1세트,OMG san,트위치,회복,점멸,패,7,1,4,11,61%
23465,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,SKT T1 Faker,니달리,회복,점멸,승,8,1,5,13,62%
23466,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,SKT T1 Piglet,시비르,점멸,회복,승,3,2,1,7.5,71%
23467,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,SKT T1 PoohManDu,쓰레쉬,점화,점멸,승,0,2,1,6,57%
23468,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,SKT T1 bengi,카직스,강타,점멸,승,1,1,6,16,76%
23469,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,SKT T1 impact,쉬바나,점멸,순간이동,승,0,0,8,9.6,38%
23470,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,FNC SoAZ,리 신,순간이동,점멸,패,0,4,2,0.5,33%
23471,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,FNC Rekkles,베인,점멸,회복,패,2,4,2,1,67%
23472,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,FNC YellOwStaR,레오나,탈진,점멸,패,1,3,4,1.7,83%
23473,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,FNC Cyanide,녹턴,점멸,강타,패,1,6,3,0.7,67%
23474,14.05.11,2014 파리 올스타전 Semi final 2경기 2세트,FNC xPeke,룰루,점멸,점화,패,2,4,3,1.3,83%
23475,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,FNC xPeke,케일,점멸,탈진,패,0,7,3,0.4,60%
23476,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,FNC Rekkles,루시안,점멸,회복,패,1,1,2,3,60%
23477,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,FNC YellOwStaR,모르가나,탈진,점멸,패,1,3,3,1.3,80%
23478,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,FNC Cyanide,카직스,점멸,강타,패,3,5,1,0.8,80%
23479,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,FNC SoAZ,룰루,순간이동,점멸,패,0,6,0,0,0%
23480,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,SKT T1 PoohManDu,자이라,점화,점멸,승,2,2,1,8,73%
23481,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,SKT T1 Faker,야스오,점화,점멸,승,6,1,7,13,59%
23482,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,SKT T1 impact,쉬바나,점멸,순간이동,승,1,1,5,6,27%
23483,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,SKT T1 bengi,리 신,강타,점멸,승,4,1,6,10,45%
23484,14.05.10,2014 파리 올스타전 Semi final 2경기 1세트,SKT T1 Piglet,트위치,점멸,회복,승,9,0,3,14.4,55%
23485,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,C9 LemonNation,카르마,탈진,점멸,패,0,2,2,1,33%
23486,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,C9 Balls,트런들,순간이동,점멸,패,0,6,2,0.3,33%
23487,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,C9 Link,오리아나,점멸,점화,패,2,4,1,0.8,50%
23488,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,C9 Meteos,카직스,강타,점멸,패,3,2,0,1.5,50%
23489,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,C9 Sneaky,루시안,점멸,회복,패,1,5,0,0.2,17%
23490,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,OMG Xiyang,직스,회복,점멸,승,4,1,6,10,53%
23491,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,OMG san,트위치,회복,점멸,승,7,0,6,15.6,68%
23492,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,OMG Gogoing,쉬바나,순간이동,점멸,승,2,2,7,4.5,47%
23493,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,OMG Pomelo,판테온,강타,점멸,승,3,1,8,11,58%
23494,14.05.10,2014 파리 올스타전 Semi final 1경기 2세트,OMG ALLEN,쓰레쉬,점화,점멸,승,3,2,1,7.5,79%
23495,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,OMG Pomelo,누누,강타,점멸,승,1,0,1,14.4,63%
23496,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,OMG Gogoing,쉬바나,순간이동,점멸,승,3,1,7,10,53%
23497,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,OMG Xiyang,룰루,점화,점멸,승,8,1,5,13,68%
23498,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,OMG ALLEN,쓰레쉬,점화,점멸,승,0,4,1,3.3,68%
23499,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,OMG san,루시안,회복,점멸,승,7,1,5,12,63%
23500,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,C9 LemonNation,자이라,점화,점멸,패,1,4,2,0.8,43%
23501,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,C9 Link,니달리,점멸,회복,패,2,3,1,1,43%
23502,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,C9 Sneaky,트위치,점멸,회복,패,2,4,2,1,57%
23503,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,C9 Meteos,이블린,강타,점멸,패,1,4,2,0.8,43%
23504,14.05.10,2014 파리 올스타전 Semi final 1경기 1세트,C9 Balls,잭스,순간이동,점멸,패,1,4,1,0.5,29%
23505,14.05.10,2014 파리 올스타전 Group Stag 10경기,FNC SoAZ,소라카,순간이동,점멸,승,1,2,9,5,63%
23506,14.05.10,2014 파리 올스타전 Group Stag 10경기,FNC Rekkles,그레이브즈,점멸,회복,승,9,1,3,12,75%
23507,14.05.10,2014 파리 올스타전 Group Stag 10경기,FNC Cyanide,엘리스,점멸,강타,승,2,1,8,10,63%
23508,14.05.10,2014 파리 올스타전 Group Stag 10경기,FNC YellOwStaR,레오나,탈진,점멸,승,0,5,1,2.6,81%
23509,14.05.10,2014 파리 올스타전 Group Stag 10경기,FNC xPeke,르블랑,점멸,점화,승,4,3,5,3,56%
23510,14.05.10,2014 파리 올스타전 Group Stag 10경기,Azubu TPA Achie,리산드라,순간이동,점멸,패,2,5,6,1.6,67%
23511,14.05.10,2014 파리 올스타전 Group Stag 10경기,Azubu TPA Bebe,베인,점멸,회복,패,4,3,3,2.3,58%
23512,14.05.10,2014 파리 올스타전 Group Stag 10경기,Azubu TPA Morning,오리아나,회복,점멸,패,1,2,5,3,50%
23513,14.05.10,2014 파리 올스타전 Group Stag 10경기,Azubu TPA Jay,쓰레쉬,점멸,탈진,패,1,4,7,2,67%
23514,14.05.10,2014 파리 올스타전 Group Stag 10경기,Azubu TPA Winds,카직스,점멸,강타,패,4,2,6,5,83%
23515,14.05.10,2014 파리 올스타전 Group Stag 9경기,OMG Gogoing,트런들,순간이동,점멸,패,2,5,3,1,50%
23516,14.05.10,2014 파리 올스타전 Group Stag 9경기,OMG san,징크스,회복,점멸,패,2,6,5,1.2,70%
23517,14.05.10,2014 파리 올스타전 Group Stag 9경기,OMG Xiyang,오리아나,점화,점멸,패,2,3,6,2.7,80%
23518,14.05.10,2014 파리 올스타전 Group Stag 9경기,OMG Pomelo,리 신,강타,점멸,패,3,2,6,4.5,90%
23519,14.05.10,2014 파리 올스타전 Group Stag 9경기,OMG Allen,레오나,점화,점멸,패,1,3,6,2.3,70%
23520,14.05.10,2014 파리 올스타전 Group Stag 9경기,C9 LemonNation,모르가나,탈진,점멸,승,2,2,1,7.5,79%
23521,14.05.10,2014 파리 올스타전 Group Stag 9경기,C9 Balls,쉬바나,순간이동,점멸,승,3,2,9,6,63%
23522,14.05.10,2014 파리 올스타전 Group Stag 9경기,C9 Link,룰루,점멸,점화,승,4,2,1,7.5,79%
23523,14.05.10,2014 파리 올스타전 Group Stag 9경기,C9 Sneaky,트위치,점멸,회복,승,7,3,7,4.7,74%
23524,14.05.10,2014 파리 올스타전 Group Stag 9경기,C9 Meteos,엘리스,강타,점멸,승,3,1,7,10,53%
23525,14.05.09,2014 파리 올스타전 Group Stag 8경기,SKT T1 PoohManDu,자이라,점화,점멸,승,1,4,1,4,84%
23526,14.05.09,2014 파리 올스타전 Group Stag 8경기,SKT T1 Piglet,베인,점멸,회복,승,3,4,6,2.3,47%
23527,14.05.09,2014 파리 올스타전 Group Stag 8경기,SKT T1 Faker,제드,점화,점멸,승,8,4,7,3.8,79%
23528,14.05.09,2014 파리 올스타전 Group Stag 8경기,SKT T1 bengi,리 신,강타,점멸,승,3,4,8,2.8,58%
23529,14.05.09,2014 파리 올스타전 Group Stag 8경기,SKT T1 impact,잭스,점멸,순간이동,승,4,6,6,1.7,53%
23530,14.05.09,2014 파리 올스타전 Group Stag 8경기,FNC YellOwStaR,레오나,점화,점멸,패,2,2,1,7.5,68%
23531,14.05.09,2014 파리 올스타전 Group Stag 8경기,FNC Rekkles,케이틀린,점멸,회복,패,3,3,5,2.7,36%
23532,14.05.09,2014 파리 올스타전 Group Stag 8경기,FNC SoAZ,쉬바나,점멸,순간이동,패,3,4,4,1.8,32%
23533,14.05.09,2014 파리 올스타전 Group Stag 8경기,FNC Cyanide,카직스,점멸,강타,패,5,4,1,4,73%
23534,14.05.09,2014 파리 올스타전 Group Stag 8경기,FNC xPeke,카사딘,순간이동,점멸,패,9,6,5,2.3,64%
23535,14.05.09,2014 파리 올스타전 Group Stag 7경기,Azubu TPA Achie,레넥톤,순간이동,점멸,패,1,6,2,0.5,38%
23536,14.05.09,2014 파리 올스타전 Group Stag 7경기,Azubu TPA Bebe,징크스,점멸,회복,패,1,4,3,1,50%
23537,14.05.09,2014 파리 올스타전 Group Stag 7경기,Azubu TPA Winds,녹턴,점멸,강타,패,3,3,2,1.7,63%
23538,14.05.09,2014 파리 올스타전 Group Stag 7경기,Azubu TPA Jay,모르가나,점멸,탈진,패,2,2,4,3,75%
23539,14.05.09,2014 파리 올스타전 Group Stag 7경기,Azubu TPA Morning,르블랑,점화,점멸,패,1,4,4,1.3,63%
23540,14.05.09,2014 파리 올스타전 Group Stag 7경기,C9 LemonNation,쓰레쉬,탈진,점멸,승,0,4,1,2.8,58%
23541,14.05.09,2014 파리 올스타전 Group Stag 7경기,C9 Link,오리아나,점멸,점화,승,4,3,8,4,63%
23542,14.05.09,2014 파리 올스타전 Group Stag 7경기,C9 Sneaky,루시안,점멸,회복,승,3,0,1,16.8,74%
23543,14.05.09,2014 파리 올스타전 Group Stag 7경기,C9 Meteos,이블린,강타,점멸,승,7,0,9,19.2,84%
23544,14.05.09,2014 파리 올스타전 Group Stag 7경기,C9 Balls,리 신,순간이동,점멸,승,5,1,5,10,53%
23545,14.05.09,2014 파리 올스타전 Group Stag 6경기,OMG Allen,나미,점화,점멸,패,3,6,7,1.7,67%
23546,14.05.09,2014 파리 올스타전 Group Stag 6경기,OMG san,루시안,회복,점멸,패,4,5,4,1.6,53%
23547,14.05.09,2014 파리 올스타전 Group Stag 6경기,OMG Pomelo,이블린,강타,점멸,패,2,7,3,0.7,33%
23548,14.05.09,2014 파리 올스타전 Group Stag 6경기,OMG Xiyang,직스,방어막,점멸,패,4,4,4,2,53%
23549,14.05.09,2014 파리 올스타전 Group Stag 6경기,OMG Gogoing,쉬바나,순간이동,점멸,패,2,4,3,1.3,33%
23550,14.05.09,2014 파리 올스타전 Group Stag 6경기,SKT T1 Faker,오리아나,점화,점멸,승,9,3,6,5,58%
23551,14.05.09,2014 파리 올스타전 Group Stag 6경기,SKT T1 impact,트런들,점멸,순간이동,승,1,2,7,4,31%
23552,14.05.09,2014 파리 올스타전 Group Stag 6경기,SKT T1 PoohManDu,레오나,회복,점멸,승,4,4,1,4.3,65%
23553,14.05.09,2014 파리 올스타전 Group Stag 6경기,SKT T1 bengi,리 신,강타,점멸,승,4,4,1,3.8,58%
23554,14.05.09,2014 파리 올스타전 Group Stag 6경기,SKT T1 Piglet,트위치,점멸,점화,승,8,2,8,8,62%
23555,14.05.09,2014 파리 올스타전 Group Stag 5경기,C9 Balls,트런들,순간이동,점멸,패,1,5,0,0.2,14%
23556,14.05.09,2014 파리 올스타전 Group Stag 5경기,C9 LemonNation,모르가나,탈진,점멸,패,1,4,4,1.3,71%
23557,14.05.09,2014 파리 올스타전 Group Stag 5경기,C9 Link,룰루,점멸,점화,패,1,5,0,0.2,14%
23558,14.05.09,2014 파리 올스타전 Group Stag 5경기,C9 Meteos,엘리스,강타,점멸,패,1,6,1,0.3,29%
23559,14.05.09,2014 파리 올스타전 Group Stag 5경기,C9 Sneaky,트위치,점멸,회복,패,3,8,2,0.6,71%
23560,14.05.09,2014 파리 올스타전 Group Stag 5경기,SKT T1 PoohManDu,자이라,점화,점멸,승,3,5,1,2.8,50%
23561,14.05.09,2014 파리 올스타전 Group Stag 5경기,SKT T1 Piglet,베인,점멸,회복,승,9,1,6,15,54%
23562,14.05.09,2014 파리 올스타전 Group Stag 5경기,SKT T1 impact,쉬바나,점멸,순간이동,승,3,0,4,8.4,25%
23563,14.05.09,2014 파리 올스타전 Group Stag 5경기,SKT T1 bengi,이블린,강타,점멸,승,5,0,1,18,54%
23564,14.05.09,2014 파리 올스타전 Group Stag 5경기,SKT T1 Faker,르블랑,점화,점멸,승,8,2,8,8,57%
23565,14.05.09,2014 파리 올스타전 Group Stag 4경기,Azubu TPA Achie,리산드라,순간이동,점멸,패,5,8,1,0.8,67%
23566,14.05.09,2014 파리 올스타전 Group Stag 4경기,Azubu TPA Bebe,그레이브즈,점멸,회복,패,2,4,5,1.8,78%
23567,14.05.09,2014 파리 올스타전 Group Stag 4경기,Azubu TPA Jay,카르마,점멸,탈진,패,0,7,7,1,78%
23568,14.05.09,2014 파리 올스타전 Group Stag 4경기,Azubu TPA Winds,엘리스,점멸,강타,패,2,5,3,1,56%
23569,14.05.09,2014 파리 올스타전 Group Stag 4경기,Azubu TPA Morning,룰루,회복,점멸,패,0,3,3,1,33%
23570,14.05.09,2014 파리 올스타전 Group Stag 4경기,OMG Gogoing,레넥톤,순간이동,점멸,승,2,1,9,11,41%
23571,14.05.09,2014 파리 올스타전 Group Stag 4경기,OMG san,트위치,회복,점멸,승,7,1,9,16,59%
23572,14.05.09,2014 파리 올스타전 Group Stag 4경기,OMG Xiyang,신드라,점화,점멸,승,9,1,7,16,59%
23573,14.05.09,2014 파리 올스타전 Group Stag 4경기,OMG Allen,애니,점화,점멸,승,1,5,1,3.4,63%
23574,14.05.09,2014 파리 올스타전 Group Stag 4경기,OMG Pomelo,카직스,강타,점멸,승,8,1,5,13,48%
23575,14.05.09,2014 파리 올스타전 Group Stag 3경기,C9 Balls,트런들,순간이동,점멸,승,2,0,8,12,71%
23576,14.05.09,2014 파리 올스타전 Group Stag 3경기,C9 Sneaky,트위치,점멸,회복,승,4,2,7,5.5,79%
23577,14.05.09,2014 파리 올스타전 Group Stag 3경기,C9 Meteos,엘리스,강타,점멸,승,3,3,9,4,86%
23578,14.05.09,2014 파리 올스타전 Group Stag 3경기,C9 LemonNation,모르가나,탈진,점멸,승,2,1,8,10,71%
23579,14.05.09,2014 파리 올스타전 Group Stag 3경기,C9 Link,룰루,점멸,점화,승,3,1,8,11,79%
23580,14.05.09,2014 파리 올스타전 Group Stag 3경기,FNC xPeke,오리아나,점멸,순간이동,패,2,4,3,1.3,71%
23581,14.05.09,2014 파리 올스타전 Group Stag 3경기,FNC SoAZ,쉬바나,순간이동,점멸,패,1,2,2,1.5,43%
23582,14.05.09,2014 파리 올스타전 Group Stag 3경기,FNC YellOwStaR,카르마,탈진,점멸,패,0,2,3,1.5,43%
23583,14.05.09,2014 파리 올스타전 Group Stag 3경기,FNC Rekkles,그레이브즈,점멸,회복,패,1,2,5,3,86%
23584,14.05.09,2014 파리 올스타전 Group Stag 3경기,FNC Cyanide,카직스,점멸,강타,패,3,4,2,1.3,71%
23585,14.05.09,2014 파리 올스타전 Group Stag 2경기,SKT T1 Faker,트위스티드 페이트,유체화,점멸,승,4,2,1,7,88%
23586,14.05.09,2014 파리 올스타전 Group Stag 2경기,SKT T1 PoohManDu,카르마,점화,점멸,승,1,3,1,4,75%
23587,14.05.09,2014 파리 올스타전 Group Stag 2경기,SKT T1 bengi,이블린,강타,점멸,승,2,1,7,9,56%
23588,14.05.09,2014 파리 올스타전 Group Stag 2경기,SKT T1 impact,쉬바나,점멸,순간이동,승,6,1,6,12,75%
23589,14.05.09,2014 파리 올스타전 Group Stag 2경기,SKT T1 Piglet,루시안,점멸,회복,승,3,1,1,13,81%
23590,14.05.09,2014 파리 올스타전 Group Stag 2경기,Azubu TPA Jay,레오나,점멸,탈진,패,1,2,4,2.5,63%
23591,14.05.09,2014 파리 올스타전 Group Stag 2경기,Azubu TPA Bebe,징크스,점멸,회복,패,1,3,4,1.7,63%
23592,14.05.09,2014 파리 올스타전 Group Stag 2경기,Azubu TPA Morning,룰루,회복,점멸,패,3,1,3,6,75%
23593,14.05.09,2014 파리 올스타전 Group Stag 2경기,Azubu TPA Winds,엘리스,점멸,강타,패,3,3,3,2,75%
23594,14.05.09,2014 파리 올스타전 Group Stag 2경기,Azubu TPA Achie,리 신,순간이동,점멸,패,0,7,1,0.1,13%
23595,14.05.08,2014 파리 올스타전 Group Stag 1경기,FNC SoAZ,이렐리아,순간이동,점멸,패,0,6,2,0.3,40%
23596,14.05.08,2014 파리 올스타전 Group Stag 1경기,FNC YellOwStaR,카르마,탈진,점멸,패,0,5,2,0.4,40%
23597,14.05.08,2014 파리 올스타전 Group Stag 1경기,FNC xPeke,니달리,점멸,회복,패,2,4,0,0.5,40%
23598,14.05.08,2014 파리 올스타전 Group Stag 1경기,FNC Cyanide,카직스,점멸,강타,패,2,4,1,0.8,60%
23599,14.05.08,2014 파리 올스타전 Group Stag 1경기,FNC Rekkles,루시안,점멸,회복,패,1,1,2,3,60%
23600,14.05.08,2014 파리 올스타전 Group Stag 1경기,OMG Xiyang,룰루,점화,점멸,승,3,0,1,18,75%
23601,14.05.08,2014 파리 올스타전 Group Stag 1경기,OMG san,징크스,회복,점멸,승,1,1,6,17,85%
23602,14.05.08,2014 파리 올스타전 Group Stag 1경기,OMG Gogoing,쉬바나,순간이동,점멸,승,4,0,1,20.4,85%
23603,14.05.08,2014 파리 올스타전 Group Stag 1경기,OMG Pomelo,누누,강타,점멸,승,1,1,1,18,90%
23604,14.05.08,2014 파리 올스타전 Group Stag 1경기,OMG Allen,쓰레쉬,탈진,점멸,승,1,3,1,6.7,100%
23605,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,CJ B Flame,아칼리,강타,점멸,패,3,8,6,1.1,75%
23606,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,CJ B Emperor,드레이븐,점멸,회복,패,2,7,6,1.1,67%
23607,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,CJ F MadLife,블리츠크랭크,점멸,탈진,패,2,7,6,1.1,67%
23608,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,CJ B Ambition,리 신,강타,점멸,패,4,7,3,1,58%
23609,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,CJ B DayDream,야스오,점멸,점화,패,1,8,5,0.8,50%
23610,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,SAMSUNG Mata,카직스,점멸,점화,승,6,4,1,4.3,46%
23611,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,SAMSUNG Skatch,루시안,점멸,회복,승,9,2,1,9.5,51%
23612,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,SAMSUNG DanDy,라이즈,점멸,순간이동,승,7,1,1,19,51%
23613,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,SAMSUNG Deft,트위치,점멸,강타,승,1,3,4,5.7,46%
23614,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 3세트,SAMSUNG Heart,쓰레쉬,점멸,탈진,승,2,2,1,9,49%
23615,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,SAMSUNG dade,제드,점화,점멸,패,6,1,8,1.4,70%
23616,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,SAMSUNG Deft,베인,점멸,회복,패,5,5,5,2,50%
23617,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,SAMSUNG Spirit,카직스,강타,점멸,패,5,3,6,3.7,55%
23618,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,SAMSUNG Heart,르블랑,점멸,점화,패,3,6,1,2.3,70%
23619,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,SAMSUNG Acorn,룰루,순간이동,점멸,패,1,5,1,2.6,65%
23620,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,CJ B Ambition,카사딘,점화,점멸,승,1,2,8,10.5,75%
23621,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,CJ B Emperor,루시안,점멸,회복,승,6,5,1,3.2,57%
23622,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,CJ B Flame,쉬바나,순간이동,점멸,승,3,3,1,4.3,46%
23623,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,CJ B Lustboy,쓰레쉬,탈진,점멸,승,0,6,2,3.3,71%
23624,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 2세트,CJ B DayDream,리 신,점멸,강타,승,6,4,1,5.5,79%
23625,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,CJ F Swift,엘리스,강타,점멸,패,3,5,1,0.8,57%
23626,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,CJ F MadLife,카르마,점멸,점화,패,0,5,3,0.6,43%
23627,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,CJ F CoCo,니달리,회복,점멸,패,1,2,1,1,29%
23628,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,CJ Space,트위치,점멸,회복,패,0,7,3,0.4,43%
23629,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,CJ F Shy,쉬바나,순간이동,점멸,패,3,3,0,1,43%
23630,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,SAMSUNG Skatch,이블린,점멸,강타,승,4,1,1,14,64%
23631,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,SAMSUNG PawN,제이스,점화,점멸,승,6,2,9,7.5,68%
23632,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,SAMSUNG imp,이즈리얼,회복,점멸,승,6,1,1,18,82%
23633,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,SAMSUNG DanDy,럼블,점멸,점화,승,5,1,9,14,64%
23634,14.05.04,2014 SKT LTE-A 마스터즈  풀리그 21일차 1세트,SAMSUNG Mata,쓰레쉬,점멸,탈진,승,1,2,1,6,55%
23635,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,CJ B Lustboy,레오나,점화,점멸,패,0,8,4,0.5,50%
23636,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,CJ B Emperor,징크스,점멸,회복,패,1,3,2,1,38%
23637,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,CJ B Ambition,르블랑,점화,점멸,패,3,6,4,1.2,88%
23638,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,CJ B DayDream,카직스,점멸,강타,패,2,5,2,0.8,50%
23639,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,CJ B Flame,잭스,순간이동,점멸,패,2,1,2,4,50%
23640,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,NJWS GorillA,쓰레쉬,점화,점멸,승,0,2,1,7,61%
23641,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,NJWS Zefa,트위치,회복,점멸,승,7,0,9,19.2,70%
23642,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,NJWS Ggoong,르블랑,점화,점멸,승,3,2,9,6,52%
23643,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,NJWS Watch,리 신,강타,점멸,승,8,3,1,7,91%
23644,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 5세트,NJWS SAVE,쉬바나,점멸,점화,승,5,1,7,12,52%
23645,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,CJ B Emperor,징크스,점멸,회복,승,2,0,7,10.8,69%
23646,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,CJ B Lustboy,쓰레쉬,점화,점멸,승,0,0,1,13.2,85%
23647,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,CJ B Ambition,니달리,회복,점멸,승,5,0,4,10.8,69%
23648,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,CJ B DayDream,이블린,점멸,강타,승,3,2,8,5.5,85%
23649,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,CJ B Flame,레넥톤,점화,점멸,승,3,1,7,10,77%
23650,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,NJWS GorillA,나미,점화,점멸,패,0,3,3,1,100%
23651,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,NJWS SAVE,문도 박사,점멸,순간이동,패,1,1,0,1,33%
23652,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,NJWS Ggoong,트위스티드 페이트,유체화,점멸,패,0,2,1,0.5,33%
23653,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,NJWS Zefa,루시안,회복,점멸,패,1,2,2,1.5,100%
23654,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 4세트,NJWS Watch,리 신,강타,점멸,패,1,5,1,0.4,67%
23655,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,NJWS SAVE,문도 박사,점멸,순간이동,패,1,4,1,0.5,50%
23656,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,NJWS GorillA,소나,점화,점멸,패,0,5,4,0.8,100%
23657,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,NJWS Ggoong,니달리,회복,점멸,패,0,2,2,1,50%
23658,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,NJWS Watch,리 신,강타,점멸,패,2,2,1,1.5,75%
23659,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,NJWS Zefa,루시안,회복,점멸,패,1,2,3,2,100%
23660,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,CJ B Ambition,룰루,점화,점멸,승,1,1,7,8,53%
23661,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,CJ B Emperor,이즈리얼,점멸,회복,승,7,1,4,11,73%
23662,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,CJ B Lustboy,나미,점화,점멸,승,0,1,1,12,80%
23663,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,CJ B DayDream,이블린,점멸,강타,승,3,1,7,10,67%
23664,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 3세트,CJ B Flame,쉬바나,점화,점멸,승,4,0,5,10.8,60%
23665,14.05.02,2014 HOT6 챔피언스 스프링 4강 B조 2세트,CJ B Flame,라이즈,점화,점멸,패,3,2,1,2,100%
